2026-09-02 23:28:40.551 INFO: ===========VERIFYING SETTINGS===========
2026-09-02 23:28:40.551 INFO: Stage Two is activated as start_stage_two was defined
2026-09-02 23:28:40.551 WARNING: start_stage_two must be less than max_num_epochs, got 501 > 500
2026-09-02 23:28:40.551 WARNING: Stage Two will not start, as start_stage_two > max_num_epochs
2026-09-02 23:28:40.551 INFO: MACE version: 0.3.16
2026-09-02 23:28:40.625 INFO: CUDA version: 12.6, CUDA device: 0
2026-09-02 23:28:40.677 INFO: ===========LOADING INPUT DATA===========
2026-09-02 23:28:40.677 INFO: Using heads: ['Default']
2026-09-02 23:28:40.677 INFO: Using the key specifications to parse data:
2026-09-02 23:28:40.677 INFO: Default: KeySpecification(info_keys={'energy': 'TotEnergy', 'stress': 'REF_stress', 'virials': 'REF_virials', 'dipole': 'dipole', 'head': 'head', 'elec_temp': 'elec_temp', 'total_charge': 'total_charge', 'polarizability': 'polarizability', 'total_spin': 'total_spin'}, arrays_keys={'forces': 'force', 'charges': 'REF_charges'})
2026-09-02 23:28:40.677 INFO: =============    Processing head Default     ===========
2026-09-02 23:28:40.810 INFO: Training set 1/1 [energy: 206, stress: 0, virials: 0, dipole components: 0, head: 206, elec_temp: 0, total_charge: 0, polarizability: 0, total_spin: 0, forces: 206, charges: 0]
2026-09-02 23:28:40.812 INFO: Total Training set [energy: 206, stress: 0, virials: 0, dipole components: 0, head: 206, elec_temp: 0, total_charge: 0, polarizability: 0, total_spin: 0, forces: 206, charges: 0]
2026-09-02 23:28:40.832 INFO: Validation set 1/1 [energy: 11, stress: 0, virials: 0, dipole components: 0, head: 11, elec_temp: 0, total_charge: 0, polarizability: 0, total_spin: 0, forces: 11, charges: 0]
2026-09-02 23:28:40.832 INFO: Total Validation set [energy: 11, stress: 0, virials: 0, dipole components: 0, head: 11, elec_temp: 0, total_charge: 0, polarizability: 0, total_spin: 0, forces: 11, charges: 0]
2026-09-02 23:28:40.832 INFO: Total number of configurations: train=206, valid=11, tests=[],
2026-09-02 23:28:40.832 INFO: Using atomic numbers from command line argument
2026-09-02 23:28:40.832 INFO: Atomic Numbers used: [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 26, 29, 30, 35, 53]
2026-09-02 23:28:40.832 INFO: Isolated Atomic Energies (E0s) not in training file, using command line argument
2026-09-02 23:28:40.833 INFO: Atomic Energies used (z: eV) for head Default: {1: -13.44479871561175, 2: -78.82026497397555, 3: -203.32889490923526, 4: -398.9476678874043, 5: -670.7505467717353, 6: -1029.852812546429, 7: -1485.5394904484108, 8: -2042.975987335815, 9: -2714.2417581011205, 10: -3508.7436184608446, 11: -4415.242408190776, 12: -5443.898798172279, 13: -6594.619151072571, 14: -7873.684872727564, 15: -9285.660884444838, 16: -10832.622086200296, 17: -12520.671203385575, 18: -14354.28030489181, 19: -16323.546294804388, 20: -18436.482948520596, 26: -34384.00563450578, 29: -44637.392129868334, 30: -48417.153705836645, 35: -70041.25095534947, 53: -8099.879137037657}
2026-09-02 23:28:40.833 INFO: Processing datasets for head 'Default'
2026-09-02 23:28:41.004 INFO: Combining 1 list datasets for head 'Default'
2026-09-02 23:28:41.013 INFO: Combining 1 list datasets for head 'Default_valid'
2026-09-02 23:28:41.014 INFO: Combined validation datasets for Default
2026-09-02 23:28:41.014 INFO: Head 'Default' training dataset size: 206
2026-09-02 23:28:41.014 INFO: Computing average number of neighbors
2026-09-02 23:28:41.296 INFO: Average number of neighbors: 21.37837791442871
2026-09-02 23:28:41.297 INFO: During training the following quantities will be reported: energy, forces
2026-09-02 23:28:41.297 INFO: ===========MODEL DETAILS===========
2026-09-02 23:28:41.440 INFO: Building model
2026-09-02 23:28:41.440 INFO: Message passing with 32 channels and max_L=0 (32x0e)
2026-09-02 23:28:41.441 INFO: 2 layers, each with correlation order: 3 (body order: 4) and spherical harmonics up to: l=3
2026-09-02 23:28:41.441 INFO: 8 radial and 5 basis functions
2026-09-02 23:28:41.441 INFO: Radial cutoff: 5.0 A (total receptive field for each atom: 10.0 A)
2026-09-02 23:28:41.441 INFO: Distance transform for radial basis functions: None
2026-09-02 23:28:41.441 INFO: Hidden irreps: 32x0e
2026-09-02 23:28:42.440 INFO: ===========OPTIMIZER INFORMATION===========
2026-09-02 23:28:42.440 INFO: Using ADAM as parameter optimizer
2026-09-02 23:28:42.440 INFO: Batch size: 4
2026-09-02 23:28:42.440 INFO: Using Exponential Moving Average with decay: 0.99
2026-09-02 23:28:42.440 INFO: Number of gradient updates: 25750
2026-09-02 23:28:42.440 INFO: Learning rate: 0.01, weight decay: 1e-06
2026-09-02 23:28:42.440 INFO: WeightedEnergyForcesLoss(energy_weight=1.000, forces_weight=100.000)
2026-09-02 23:28:42.441 INFO: === Layer's learning rates ===
2026-09-02 23:28:42.441 INFO: Param group 0: lr = 0.01
2026-09-02 23:28:42.441 INFO: Param group 1: lr = 0.01
2026-09-02 23:28:42.441 INFO: Param group 2: lr = 0.01
2026-09-02 23:28:42.441 INFO: Param group 3: lr = 0.01
2026-09-02 23:28:42.441 INFO: Param group 4: lr = 0.01
2026-09-02 23:28:42.442 INFO: Using gradient clipping with tolerance=10.000
2026-09-02 23:28:42.442 INFO: 
2026-09-02 23:28:42.442 INFO: ===========TRAINING===========
2026-09-02 23:28:42.442 INFO: Started training, reporting errors on validation set
2026-09-02 23:28:42.442 INFO: Loss metrics on validation set
2026-09-02 23:28:43.483 INFO: Initial: head: Default, loss=2.58452797, RMSE_E_per_atom= 5004.23 meV, RMSE_F=  184.05 meV / A
2026-09-02 23:47:27.052 INFO: Epoch 398: head: Default, loss=0.00205465, RMSE_E_per_atom=    1.09 meV, RMSE_F=   15.03 meV / A
2026-09-02 23:47:29.795 INFO: Epoch 399: head: Default, loss=0.00204067, RMSE_E_per_atom=    1.19 meV, RMSE_F=   14.98 meV / A
2026-09-02 23:47:32.548 INFO: Epoch 400: head: Default, loss=0.00201982, RMSE_E_per_atom=    1.70 meV, RMSE_F=   14.90 meV / A
2026-09-02 23:47:35.330 INFO: Epoch 401: head: Default, loss=0.00202376, RMSE_E_per_atom=    0.98 meV, RMSE_F=   14.92 meV / A
2026-09-02 23:47:38.087 INFO: Epoch 402: head: Default, loss=0.00202915, RMSE_E_per_atom=    1.32 meV, RMSE_F=   14.94 meV / A
2026-09-02 23:47:40.839 INFO: Epoch 403: head: Default, loss=0.00202405, RMSE_E_per_atom=    0.99 meV, RMSE_F=   14.92 meV / A
2026-09-02 23:47:43.596 INFO: Epoch 404: head: Default, loss=0.00199802, RMSE_E_per_atom=    0.94 meV, RMSE_F=   14.82 meV / A
2026-09-02 23:47:46.370 INFO: Epoch 405: head: Default, loss=0.00197467, RMSE_E_per_atom=    1.34 meV, RMSE_F=   14.74 meV / A
2026-09-02 23:47:49.144 INFO: Epoch 406: head: Default, loss=0.00195736, RMSE_E_per_atom=    0.90 meV, RMSE_F=   14.67 meV / A
2026-09-02 23:47:51.931 INFO: Epoch 407: head: Default, loss=0.00197550, RMSE_E_per_atom=    0.97 meV, RMSE_F=   14.74 meV / A
2026-09-02 23:47:54.690 INFO: Epoch 408: head: Default, loss=0.00196597, RMSE_E_per_atom=    1.12 meV, RMSE_F=   14.71 meV / A
2026-09-02 23:47:57.449 INFO: Epoch 409: head: Default, loss=0.00195503, RMSE_E_per_atom=    0.93 meV, RMSE_F=   14.66 meV / A
2026-09-02 23:48:00.238 INFO: Epoch 410: head: Default, loss=0.00198545, RMSE_E_per_atom=    1.23 meV, RMSE_F=   14.78 meV / A
2026-09-02 23:48:03.017 INFO: Epoch 411: head: Default, loss=0.00198605, RMSE_E_per_atom=    0.96 meV, RMSE_F=   14.78 meV / A
2026-09-02 23:48:05.776 INFO: Epoch 412: head: Default, loss=0.00199306, RMSE_E_per_atom=    0.93 meV, RMSE_F=   14.81 meV / A
2026-09-02 23:48:08.533 INFO: Epoch 413: head: Default, loss=0.00195672, RMSE_E_per_atom=    0.94 meV, RMSE_F=   14.67 meV / A
2026-09-02 23:48:11.268 INFO: Epoch 414: head: Default, loss=0.00194054, RMSE_E_per_atom=    1.55 meV, RMSE_F=   14.61 meV / A
2026-09-02 23:48:14.053 INFO: Epoch 415: head: Default, loss=0.00200524, RMSE_E_per_atom=    1.41 meV, RMSE_F=   14.85 meV / A
2026-09-02 23:48:16.808 INFO: Epoch 416: head: Default, loss=0.00201973, RMSE_E_per_atom=    1.05 meV, RMSE_F=   14.90 meV / A
2026-09-02 23:48:19.563 INFO: Epoch 417: head: Default, loss=0.00198981, RMSE_E_per_atom=    0.99 meV, RMSE_F=   14.79 meV / A
2026-09-02 23:48:22.325 INFO: Epoch 418: head: Default, loss=0.00199968, RMSE_E_per_atom=    0.96 meV, RMSE_F=   14.83 meV / A
2026-09-02 23:48:25.073 INFO: Epoch 419: head: Default, loss=0.00197922, RMSE_E_per_atom=    0.99 meV, RMSE_F=   14.75 meV / A
2026-09-02 23:48:27.833 INFO: Epoch 420: head: Default, loss=0.00195818, RMSE_E_per_atom=    1.11 meV, RMSE_F=   14.68 meV / A
2026-09-02 23:48:30.596 INFO: Epoch 421: head: Default, loss=0.00193971, RMSE_E_per_atom=    1.15 meV, RMSE_F=   14.61 meV / A
2026-09-02 23:48:33.391 INFO: Epoch 422: head: Default, loss=0.00193830, RMSE_E_per_atom=    1.05 meV, RMSE_F=   14.60 meV / A
2026-09-02 23:48:36.164 INFO: Epoch 423: head: Default, loss=0.00193893, RMSE_E_per_atom=    1.15 meV, RMSE_F=   14.60 meV / A
2026-09-02 23:48:38.923 INFO: Epoch 424: head: Default, loss=0.00190127, RMSE_E_per_atom=    0.96 meV, RMSE_F=   14.46 meV / A
2026-09-02 23:48:41.708 INFO: Epoch 425: head: Default, loss=0.00190587, RMSE_E_per_atom=    0.97 meV, RMSE_F=   14.48 meV / A
2026-09-02 23:48:44.471 INFO: Epoch 426: head: Default, loss=0.00189953, RMSE_E_per_atom=    1.06 meV, RMSE_F=   14.45 meV / A
2026-09-02 23:48:47.246 INFO: Epoch 427: head: Default, loss=0.00188675, RMSE_E_per_atom=    1.15 meV, RMSE_F=   14.41 meV / A
2026-09-02 23:48:50.028 INFO: Epoch 428: head: Default, loss=0.00187816, RMSE_E_per_atom=    1.54 meV, RMSE_F=   14.37 meV / A
2026-09-02 23:48:52.804 INFO: Epoch 429: head: Default, loss=0.00192135, RMSE_E_per_atom=    2.83 meV, RMSE_F=   14.54 meV / A
2026-09-02 23:48:55.557 INFO: Epoch 430: head: Default, loss=0.00198912, RMSE_E_per_atom=    2.26 meV, RMSE_F=   14.79 meV / A
2026-09-02 23:48:58.312 INFO: Epoch 431: head: Default, loss=0.00221305, RMSE_E_per_atom=    4.83 meV, RMSE_F=   15.59 meV / A
2026-09-02 23:49:01.073 INFO: Epoch 432: head: Default, loss=0.00234035, RMSE_E_per_atom=    2.43 meV, RMSE_F=   16.04 meV / A
2026-09-02 23:49:03.841 INFO: Epoch 433: head: Default, loss=0.00232038, RMSE_E_per_atom=    2.15 meV, RMSE_F=   15.97 meV / A
2026-09-02 23:49:06.594 INFO: Epoch 434: head: Default, loss=0.00221683, RMSE_E_per_atom=    1.13 meV, RMSE_F=   15.62 meV / A
2026-09-02 23:49:09.354 INFO: Epoch 435: head: Default, loss=0.00214941, RMSE_E_per_atom=    1.41 meV, RMSE_F=   15.38 meV / A
2026-09-02 23:49:12.116 INFO: Epoch 436: head: Default, loss=0.00206044, RMSE_E_per_atom=    1.08 meV, RMSE_F=   15.05 meV / A
2026-09-02 23:49:14.872 INFO: Epoch 437: head: Default, loss=0.00203824, RMSE_E_per_atom=    1.59 meV, RMSE_F=   14.97 meV / A
2026-09-02 23:49:17.635 INFO: Epoch 438: head: Default, loss=0.00203265, RMSE_E_per_atom=    1.46 meV, RMSE_F=   14.95 meV / A
2026-09-02 23:49:20.402 INFO: Epoch 439: head: Default, loss=0.00202921, RMSE_E_per_atom=    1.32 meV, RMSE_F=   14.94 meV / A
2026-09-02 23:49:23.154 INFO: Epoch 440: head: Default, loss=0.00198271, RMSE_E_per_atom=    1.08 meV, RMSE_F=   14.77 meV / A
2026-09-02 23:49:25.925 INFO: Epoch 441: head: Default, loss=0.00197453, RMSE_E_per_atom=    1.03 meV, RMSE_F=   14.74 meV / A
2026-09-02 23:49:28.689 INFO: Epoch 442: head: Default, loss=0.00195105, RMSE_E_per_atom=    1.32 meV, RMSE_F=   14.65 meV / A
2026-09-02 23:49:31.454 INFO: Epoch 443: head: Default, loss=0.00194458, RMSE_E_per_atom=    1.28 meV, RMSE_F=   14.62 meV / A
2026-09-02 23:49:34.199 INFO: Epoch 444: head: Default, loss=0.00193088, RMSE_E_per_atom=    0.95 meV, RMSE_F=   14.57 meV / A
2026-09-02 23:49:36.945 INFO: Epoch 445: head: Default, loss=0.00191887, RMSE_E_per_atom=    0.99 meV, RMSE_F=   14.53 meV / A
2026-09-02 23:49:39.692 INFO: Epoch 446: head: Default, loss=0.00194294, RMSE_E_per_atom=    1.04 meV, RMSE_F=   14.62 meV / A
2026-09-02 23:49:42.490 INFO: Epoch 447: head: Default, loss=0.00194145, RMSE_E_per_atom=    0.94 meV, RMSE_F=   14.61 meV / A
2026-09-02 23:49:45.337 INFO: Epoch 448: head: Default, loss=0.00192190, RMSE_E_per_atom=    0.94 meV, RMSE_F=   14.54 meV / A
2026-09-02 23:49:48.178 INFO: Epoch 449: head: Default, loss=0.00190824, RMSE_E_per_atom=    0.88 meV, RMSE_F=   14.49 meV / A
2026-09-02 23:49:51.034 INFO: Epoch 450: head: Default, loss=0.00189156, RMSE_E_per_atom=    0.97 meV, RMSE_F=   14.42 meV / A
2026-09-02 23:49:53.891 INFO: Epoch 451: head: Default, loss=0.00188763, RMSE_E_per_atom=    1.18 meV, RMSE_F=   14.41 meV / A
2026-09-02 23:49:56.749 INFO: Epoch 452: head: Default, loss=0.00190604, RMSE_E_per_atom=    1.87 meV, RMSE_F=   14.48 meV / A
2026-09-02 23:49:59.602 INFO: Epoch 453: head: Default, loss=0.00190182, RMSE_E_per_atom=    1.11 meV, RMSE_F=   14.46 meV / A
2026-09-02 23:50:02.457 INFO: Epoch 454: head: Default, loss=0.00189498, RMSE_E_per_atom=    1.34 meV, RMSE_F=   14.44 meV / A
2026-09-02 23:50:05.313 INFO: Epoch 455: head: Default, loss=0.00189838, RMSE_E_per_atom=    1.16 meV, RMSE_F=   14.45 meV / A
2026-09-02 23:50:08.156 INFO: Epoch 456: head: Default, loss=0.00188543, RMSE_E_per_atom=    1.09 meV, RMSE_F=   14.40 meV / A
2026-09-02 23:50:10.929 INFO: Epoch 457: head: Default, loss=0.00188373, RMSE_E_per_atom=    1.09 meV, RMSE_F=   14.39 meV / A
2026-09-02 23:50:13.706 INFO: Epoch 458: head: Default, loss=0.00187151, RMSE_E_per_atom=    1.19 meV, RMSE_F=   14.35 meV / A
2026-09-02 23:50:16.498 INFO: Epoch 459: head: Default, loss=0.00185133, RMSE_E_per_atom=    1.28 meV, RMSE_F=   14.27 meV / A
2026-09-02 23:50:19.277 INFO: Epoch 460: head: Default, loss=0.00184491, RMSE_E_per_atom=    0.93 meV, RMSE_F=   14.25 meV / A
2026-09-02 23:50:22.068 INFO: Epoch 461: head: Default, loss=0.00185271, RMSE_E_per_atom=    1.48 meV, RMSE_F=   14.28 meV / A
2026-09-02 23:50:24.844 INFO: Epoch 462: head: Default, loss=0.00185266, RMSE_E_per_atom=    1.21 meV, RMSE_F=   14.28 meV / A
2026-09-02 23:50:27.605 INFO: Epoch 463: head: Default, loss=0.00185893, RMSE_E_per_atom=    1.01 meV, RMSE_F=   14.30 meV / A
2026-09-02 23:50:30.362 INFO: Epoch 464: head: Default, loss=0.00191641, RMSE_E_per_atom=    2.18 meV, RMSE_F=   14.52 meV / A
2026-09-02 23:50:33.131 INFO: Epoch 465: head: Default, loss=0.00192799, RMSE_E_per_atom=    1.29 meV, RMSE_F=   14.56 meV / A
2026-09-02 23:50:35.892 INFO: Epoch 466: head: Default, loss=0.00191514, RMSE_E_per_atom=    2.02 meV, RMSE_F=   14.51 meV / A
2026-09-02 23:50:38.655 INFO: Epoch 467: head: Default, loss=0.00190870, RMSE_E_per_atom=    1.24 meV, RMSE_F=   14.49 meV / A
2026-09-02 23:50:41.421 INFO: Epoch 468: head: Default, loss=0.00188262, RMSE_E_per_atom=    1.04 meV, RMSE_F=   14.39 meV / A
2026-09-02 23:50:44.185 INFO: Epoch 469: head: Default, loss=0.00186595, RMSE_E_per_atom=    1.29 meV, RMSE_F=   14.33 meV / A
2026-09-02 23:50:46.941 INFO: Epoch 470: head: Default, loss=0.00183738, RMSE_E_per_atom=    1.13 meV, RMSE_F=   14.22 meV / A
2026-09-02 23:50:49.721 INFO: Epoch 471: head: Default, loss=0.00183735, RMSE_E_per_atom=    0.98 meV, RMSE_F=   14.22 meV / A
2026-09-02 23:50:52.514 INFO: Epoch 472: head: Default, loss=0.00182198, RMSE_E_per_atom=    1.39 meV, RMSE_F=   14.16 meV / A
2026-09-02 23:50:55.304 INFO: Epoch 473: head: Default, loss=0.00181434, RMSE_E_per_atom=    1.38 meV, RMSE_F=   14.13 meV / A
2026-09-02 23:50:58.100 INFO: Epoch 474: head: Default, loss=0.00181176, RMSE_E_per_atom=    1.03 meV, RMSE_F=   14.12 meV / A
2026-09-02 23:51:00.899 INFO: Epoch 475: head: Default, loss=0.00181140, RMSE_E_per_atom=    1.20 meV, RMSE_F=   14.12 meV / A
2026-09-02 23:51:03.681 INFO: Epoch 476: head: Default, loss=0.00179771, RMSE_E_per_atom=    1.36 meV, RMSE_F=   14.06 meV / A
2026-09-02 23:51:06.467 INFO: Epoch 477: head: Default, loss=0.00179674, RMSE_E_per_atom=    0.94 meV, RMSE_F=   14.06 meV / A
2026-09-02 23:51:09.264 INFO: Epoch 478: head: Default, loss=0.00179248, RMSE_E_per_atom=    1.15 meV, RMSE_F=   14.04 meV / A
2026-09-02 23:51:12.052 INFO: Epoch 479: head: Default, loss=0.00180524, RMSE_E_per_atom=    1.14 meV, RMSE_F=   14.09 meV / A
2026-09-02 23:51:14.828 INFO: Epoch 480: head: Default, loss=0.00180409, RMSE_E_per_atom=    1.40 meV, RMSE_F=   14.09 meV / A
2026-09-02 23:51:17.580 INFO: Epoch 481: head: Default, loss=0.00178886, RMSE_E_per_atom=    1.32 meV, RMSE_F=   14.03 meV / A
2026-09-02 23:51:20.349 INFO: Epoch 482: head: Default, loss=0.00178413, RMSE_E_per_atom=    1.22 meV, RMSE_F=   14.01 meV / A
2026-09-02 23:51:23.130 INFO: Epoch 483: head: Default, loss=0.00177493, RMSE_E_per_atom=    1.11 meV, RMSE_F=   13.97 meV / A
2026-09-02 23:51:25.908 INFO: Epoch 484: head: Default, loss=0.00177412, RMSE_E_per_atom=    1.12 meV, RMSE_F=   13.97 meV / A
2026-09-02 23:51:28.686 INFO: Epoch 485: head: Default, loss=0.00176474, RMSE_E_per_atom=    0.96 meV, RMSE_F=   13.93 meV / A
2026-09-02 23:51:31.462 INFO: Epoch 486: head: Default, loss=0.00176567, RMSE_E_per_atom=    1.16 meV, RMSE_F=   13.94 meV / A
2026-09-02 23:51:34.247 INFO: Epoch 487: head: Default, loss=0.00176036, RMSE_E_per_atom=    1.09 meV, RMSE_F=   13.92 meV / A
2026-09-02 23:51:37.043 INFO: Epoch 488: head: Default, loss=0.00175976, RMSE_E_per_atom=    0.95 meV, RMSE_F=   13.91 meV / A
2026-09-02 23:51:39.844 INFO: Epoch 489: head: Default, loss=0.00175134, RMSE_E_per_atom=    0.97 meV, RMSE_F=   13.88 meV / A
2026-09-02 23:51:42.643 INFO: Epoch 490: head: Default, loss=0.00175375, RMSE_E_per_atom=    0.99 meV, RMSE_F=   13.89 meV / A
2026-09-02 23:51:45.490 INFO: Epoch 491: head: Default, loss=0.00174335, RMSE_E_per_atom=    0.92 meV, RMSE_F=   13.85 meV / A
2026-09-02 23:51:48.369 INFO: Epoch 492: head: Default, loss=0.00174035, RMSE_E_per_atom=    1.22 meV, RMSE_F=   13.84 meV / A
2026-09-02 23:51:51.246 INFO: Epoch 493: head: Default, loss=0.00174063, RMSE_E_per_atom=    1.36 meV, RMSE_F=   13.84 meV / A
2026-09-02 23:51:54.114 INFO: Epoch 494: head: Default, loss=0.00174643, RMSE_E_per_atom=    0.95 meV, RMSE_F=   13.86 meV / A
2026-09-02 23:51:56.978 INFO: Epoch 495: head: Default, loss=0.00172942, RMSE_E_per_atom=    1.22 meV, RMSE_F=   13.79 meV / A
2026-09-02 23:51:59.866 INFO: Epoch 496: head: Default, loss=0.00172164, RMSE_E_per_atom=    1.19 meV, RMSE_F=   13.76 meV / A
2026-09-02 23:52:02.748 INFO: Epoch 497: head: Default, loss=0.00172127, RMSE_E_per_atom=    1.01 meV, RMSE_F=   13.76 meV / A
2026-09-02 23:52:05.633 INFO: Epoch 498: head: Default, loss=0.00173210, RMSE_E_per_atom=    0.93 meV, RMSE_F=   13.80 meV / A
2026-09-02 23:52:08.486 INFO: Epoch 499: head: Default, loss=0.00172609, RMSE_E_per_atom=    1.01 meV, RMSE_F=   13.78 meV / A
2026-09-02 23:52:08.486 INFO: Training complete
2026-09-02 23:52:08.486 INFO: 
2026-09-02 23:52:08.486 INFO: ===========RESULTS===========
2026-09-02 23:52:08.487 INFO: Loading checkpoint: /home/l/lbelzko/summer_project/benchmark_runs/1564559_10/committee/iter15/model_03/checkpoints/invariant16_03_run-68157_epoch-497.pt
2026-09-02 23:52:08.515 INFO: Loaded Stage one model from epoch 497 for evaluation
2026-09-02 23:52:08.516 INFO: Saving model to /home/l/lbelzko/summer_project/benchmark_runs/1564559_10/committee/iter15/model_03/checkpoints/invariant16_03_run-68157.model
2026-09-02 23:52:08.659 INFO: Compiling model, saving metadata to /home/l/lbelzko/summer_project/benchmark_runs/1564559_10/committee/iter15/model_03/model/invariant16_03_compiled.model
2026-09-02 23:52:09.277 INFO: Computing metrics for training, validation, and test sets
2026-09-02 23:52:09.278 INFO: Skipping evaluation for heads: ['pt_head']
2026-09-02 23:52:09.278 INFO: Evaluating train_Default ...
2026-09-02 23:52:11.153 INFO: Evaluating valid_Default ...
2026-09-02 23:52:11.202 INFO: Error-table on TRAIN and VALID:
+---------------+---------------------+------------------+-------------------+
|  config_type  | RMSE E / meV / atom | RMSE F / meV / A | relative F RMSE % |
+---------------+---------------------+------------------+-------------------+
| train_Default |            1.0      |         12.8     |          5.30     |
| valid_Default |            1.0      |         13.8     |          7.48     |
+---------------+---------------------+------------------+-------------------+
2026-09-02 23:52:13.047 INFO: Done
